evolution$generation,maxProbaToSwitch,inertiaCoefficient,healthyDietReward,interpersonalInfluence,deltaHealth,deltaAverageOpinion,deltaMSEOpinion,evolution$samples
427,0.0,0.8983917025393247,0.5276736876191254,0.29863509305815283,0.0,0.2656238963586557,-0.12534149330562414,1
427,0.8193960008347614,0.9979170701802373,0.35136715377747674,0.26256668956977625,0.0,0.2480500545840244,-0.09690784694611676,13
427,0.27210282927057733,0.9989716046236801,1.0,0.35405126791376706,0.0,0.19416655864424792,-0.06666903205448353,3
427,0.4594040526323442,0.9008832037086927,0.813571849704549,0.3127119734548214,0.5,0.49999999999999967,-0.16000000000000003,32
427,0.7121775166203876,0.041078109713079104,0.8833962936815877,1.0,-0.5,-0.3876093409730559,-0.16000000000000003,1
427,0.0,0.0,0.8005720312572491,1.0,0.0,0.40000000000000047,-0.16000000000000003,1
427,0.7059722711467197,0.9974362180455062,0.29514512223895334,0.17678992828792217,0.12,0.3082658744730641,-0.10299335027865855,1
427,1.0,0.9976290477950913,0.8339696120918259,0.2030666147478653,0.050000000000000044,0.2758942458138868,-0.09976465941713175,1
427,0.414929520085534,1.0,0.8333838440968767,0.3646452350645381,0.0,0.05000000000000038,0.04249999999999993,4
427,1.0,1.0,0.0,0.5821174126525319,0.0,0.0,0.0,1
427,0.49399465898629613,0.0,1.0,1.0,-0.5,-0.4000000000000005,-0.16000000000000003,1
427,0.9597535532760924,0.9996509014746325,0.40588098174875037,0.26885175659958166,0.0,0.11189029004701245,-0.009469490769576802,2
427,0.5015680750276474,0.0,0.8855959385700112,1.0,0.0,-2.7755575615628914E-17,-0.16000000000000003,8
427,0.5030594012188484,0.07257623102605315,0.8675654870865387,0.9066687543913714,-0.5,-0.5000000000000003,-0.16000000000000003,2
